Başlık, Vücut Kimliği, Duruş
" McDonald's Ocak Ayında Fazla Kilolu Müşterilerine Hizmet Vermeyi Durduracak mı? Hayır, '15/01/2015' Hikayesi Sahte",812, kabul etmek
 Evsiz Adamın 100 Dolarla İyi İşler Yaptığı Videosu Tamamen Uydurma Bir Aldatmaca mıydı!?,1971, kabul etmek
"Katolik Rahip 48 Dakika Öldü, Mucizevi Şekilde Dirildi – Tanrı Hakkındaki Vahiyleri Daha da Şok Edici",2445, aynı fikirde olmamak
"Irak, Tutuklanan Kadının IŞİD Lideri El Bağdadi'nin Karısı Olmadığını Söyledi",2283, aynı fikirde olmamak
 IŞİD militanları Kürtlere gönderilmesi planlanan silahları ele geçirdi,2307, kabul etmek
" Anna Wintour, 'fare istilası nedeniyle Dünya Ticaret Merkezi Vogue ofisinde çalışmayı reddetti'",2106, tartışmak
 McDonald's Big Mac ve Elmalı Turtaları Kaldırıyor ve Büyük Boy Seçeneklerini Ortadan Kaldırıyor,1777, aynı fikirde olmamak
 Daaş Ebola Musul'a nakledildi {Google Translate],2075, tartışmak
 Christian Bale Steve Jobs'u canlandırmayacak,1215, aynı fikirde olmamak
 11 Eylül yıldönümü öncesinde 'teröristlerin kontrolündeki' Trablus havaalanından 11 uçak kayboldu,1312, kabul etmek
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,955, tartışmak
"Meksika öğrenci katliamıyla sarsıldı: En az 17 yolsuzluk karşıtı protestocu 'toplandı, öldürüldü ve toplu mezara atıldı' - ve 26 kişi daha kayıp",2342, tartışmak
" Nikaragua, ABD'den meteor kraterini araştırmak için yardım istedi",1825, tartışmak
 Cömert Evsiz Adamın Yüreklere İşleyen Viral Videosu Bir Aldatmaca mıydı?,1971, kabul etmek
 Kötü iOS 8 Hatası iCloud Drive Belgelerinizi Silebilir,2054, tartışmak
 Boko Haram ateşkes anlaşması yaptığını yalanladı,1419, tartışmak
"Meteor, Managua Havaalanı Yakınlarında 40 Ayaklık Krater Bıraktı",1249, tartışmak
" Turist, Bali'de tatil yaparken karnında garip kırmızı bir iz bulduğunu fark ediyor ve apandisit yarasından içeri bir örümceğin girdiğini ve derisinin ALTINA girdiğini keşfediyor",2293, tartışmak
 IŞİD'in infazcısı 'Cihatçı John'un Muhammed Emwazi olduğu ortaya çıktı,2165, kabul etmek
 Obama: James Foley cinayeti 'tüm dünyanın vicdanını sarstı',2147, tartışmak
 DSÖ: IŞİD'in Ebola'sı yok - ancak Irak için acil durum planı geliştiriliyor,2138, kabul etmek
 Nijeryalılar Boko Haram'ın 'ateşkesinin' ihlal edilmesinin ardından kızların serbest bırakılmasından şüphe ediyor,2139, tartışmak
 Nijerya Boko Haram ile ateşkes ilan etti; kız öğrencilerin kaderi belirsiz,1681, tartışmak
 'Hairgate': iPhone 6 kullanıcıları 'bendgate' sonrası Apple'ın son sorunuyla karşı karşıya,1738, tartışmak
" Tanıklar, İslam Devleti Militanlarının Ele Geçirdikleri 3 Savaş Uçağını Suriye Havaalanı Üzerinde Uçurduğunu Söyledi",1608, tartışmak
 Durex Balkabağı Baharatlı Kondom Piyasaya Sürmeyi Mi Planlıyor?,1833, tartışmak
" Bu çocuk neredeyse ölüyordu, şimdi Marvel'ın Magneto'su gibi bir süper gücü var",497, kabul etmek
" Yakında Marijuana New York'ta Tutuklanmaya Değil, Cezaya Yol Açabilir",1920, tartışmak
 IŞİD savaşçıları 'Ebola'ya yakalandı',1778, tartışmak
"Köpek, eşyalarının bulunduğu bavuluyla birlikte tren istasyonunun dışında terk edilmiş halde bulundu",1853, kabul etmek
" SON DAKİKA HABERİ: 18 aydır IŞİD tarafından rehin tutulan 26 yaşındaki Amerikalı kadın yardım görevlisi, Ürdün hava saldırısında 'öldürüldü'",2387, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",816, tartışmak
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,2530, tartışmak
 Kraliçe Elizabeth'in Buckingham Sarayı'ndaki Bahçesinde Sihirli Mantarlar Bulundu,2424, kabul etmek
 Rapor: IŞİD Lideri Ebubekir El Bağdadi ABD Hava Saldırısında Suikastla Öldürüldü,1522, tartışmak
" IŞİD, savaşta en genç cihatçının 'şehit' olduğunu bildirdi",1785, tartışmak
" Michael Phelps'in kendini ilan eden kız arkadaşı, ERKEK olarak doğduğunu söylüyor ve Olimpiyat şampiyonuyla yaşadığı 'inanılmaz' seksin sırrını açıklıyor",1234, tartışmak
 Macaulay Culkin Facebook'ta Herkesin Söylediklerine Rağmen Ölmedi,2326, kabul etmek
" Beyaz Saray Çit Atlayıcısı Gizli Servis Görevlisini Alt Etti, Ana Katın Çoğu Yerinden Koştu",716, kabul etmek
 IŞİD Ebola'ya Yakalanıyor,846, tartışmak
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,1761, tartışmak
 Amerikan Predator İHA'sı IŞİD'in kalesini çevreliyor,2412, tartışmak
" Dylan Thomas, Derinin Altında Yuva Yapmış Tropikal Örümcek Buldu",1502, kabul etmek
" KİM JONG-UN, ERKEKLİK İÇİN YILAN ŞARABI TÜKETİYOR",1827, tartışmak
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,1822, tartışmak
 İngiliz casuslar Foley'nin katili Abdel-Majed Abdel Bary'nin kilit şüpheli olduğunu tespit etti,951, tartışmak
 İzle: ABD'li denizci Afganistan'da Taliban keskin nişancısının kafasından vurularak öldürüldü,1180, kabul etmek
 Sugarhill Gang Rapçisi Big Bank Hank 57 Yaşında Öldü,2035, kabul etmek
" New York'ta Marihuana Tutuklama Değil, Ceza Anlamına Gelebilir",1802, tartışmak
 RAPOR: LİBYA'DAN ÇALINAN JET UÇAKLARI 11 EYLÜL'DE BİZE SALDIRI İÇİN KULLANILABİLİR,1312, tartışmak
" Detroit'te Batmobile mi çalındı? Güzelmiş, joker!",2135, kabul etmek
 Kanada Parlamentosu Yakınlarında Meydana Gelen Silahlı Saldırıda Asker ve Silahlı Adam Öldü,2410, tartışmak
" Macaulay Culkin Öldü mü? Aldatmaca Viral Oldu, Oyuncunun Apartmanda Ölü Bulunduğu İddiası",1559, kabul etmek
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",2287, tartışmak
 Rapor: Gizli Servis Beyaz Saray Çit Atlayıcısı Hakkında Yalan Söyledi,2303, tartışmak
" Obama yönetimi, kongre üyesinin 'en az on IŞİD savaşçısının Meksika sınırından Teksas'a geçerken yakalandığı' iddiasını yalanladı",2261, tartışmak
 Apple Watch pilinin her gece şarj edilmesi gerekecek,1702, tartışmak
" Garip iz, tatilcinin derisinin altında yuva yapan tropikal örümcek çıktı",2338, tartışmak
" Birisi 2,5 milyon dolarlık bir arabaya grafiti çizdi",1148, aynı fikirde olmamak
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,1966, tartışmak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,1904, tartışmak
 Söylenti: Apple Watch'ta 512 MB RAM ve 4 GB depolama alanı olacak,1585, tartışmak
" Rapor: Tom Brokaw, Brian Williams'ın Kovulmasını İstiyor",2176, tartışmak
Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,1885, kabul etmek
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",2142, tartışmak
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",2191, tartışmak
" İki GOP Kongre Üyesi, Şüpheli Teröristlerin ABD-Meksika Sınırını Geçerken Yakalandığını Söyledi",1931, tartışmak
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",1658, kabul etmek
" Vay Canına, Paul Rudd Homofobiği Deviren Havaalanı Kahramanlarından Biriydi",1735, aynı fikirde olmamak
 IŞİD Videosu İngiliz Yardım Görevlisinin Başının Kesildiğini Gösteriyor,1182, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,84, tartışmak
 Hava Durumu Muhabiri Kar Üzerine Adını Yazarken Yakalandı Kamera Karşısına Çıkmaya HAZIR DEĞİLDİ (GÜNCELLENDİ),1968, aynı fikirde olmamak
 Kanadalı-İsrailli Kadın Suriye'de Yakalanmış Olabilir: Raporlar,714, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",1836, tartışmak
 20 Yıllık Çeyrek Pounder Aynı Görünüyor,559, tartışmak
" L. Jinny? Abdel-Majed Abdel Bary, İngiliz Rapçi, James Foley Cinayetinde Şüpheli: Raporlar",2327, tartışmak
 'Cehennemin derinliklerinden gelen kötülük': Amerikalı gazeteci James Foley'nin IŞİD tarafından kafası kesilerek öldürüldüğü bildirildi,2524, tartışmak
"Teksaslı tesisatçı, kamyonun Suriyeli isyancıların eline geçmesinin ardından şaşkına döndü",2242, kabul etmek
" IŞİD, Amerikalı gazetecinin kafasını kestiğini iddia ediyor",2524, tartışmak
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",991, tartışmak
 Tropikal örümcek Bali turistinin derisinin altına girdi,1797, aynı fikirde olmamak
 iOS 8 hatası iCloud Drive belgelerinizi silebilir,1518, kabul etmek
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,2532, kabul etmek
 Detroit Polisi Batmobile'ın Güvenli Olduğuna Dair Açıklama Yayımladı,2062, tartışmak
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",961, tartışmak
 Viral Twitter Söylentilerine Göre Fidel Castro Öldü,2009, tartışmak
Haber siteleri Putin'in kuş düşürme videosuna kandı,1438, tartışmak
Medya Başkan Yardımcısının 30 Kişilik Akşam Yemeği İçin 300.000 Dolar Ödediği Söyleniyor,651, tartışmak
" Seth Rogen, Steve Jobs rolünde Christian Bale'in yanında Steve Wozniak'ı da canlandırabilir",1141, tartışmak
 Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,1605, tartışmak
" İngiliz Adam, Halk İçinde Hapşıran İnsanlara Tokat Atıyor",634, tartışmak
 İki adam hayır kurumu için 20 yıllık hamburgeri yemeye cesaret etti,1311, tartışmak
 Michael Brown'ın vurulma sesi kayda mı alındı?,398, tartışmak
 'Teen Wolf' lakaplı New Yorklu lise öğrencisi borsada 72 milyon dolar kazandı,1760, tartışmak
 Medya kuruluşları 'Cihatçı John'u teşhis etti,2123, tartışmak
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",1011, tartışmak
" Rapor: Nijeryalı Kadın, Ebola Benzeri Semptomlarla KC'de Karantinaya Alındı (Video)",1015, tartışmak
 13 yaşında yedi kız çocuğu okul gezisinde hamile kalıyor,1804, kabul etmek
 Videoda IŞİD'in foto muhabiri James Foley'i başını keserek öldürdüğü görülüyor,1948, tartışmak
" Banksy tutuklama aldatmacası: ABD web sitesi, sokak sanatçısının Watford'da yakalandığını iddia ediyor",974, aynı fikirde olmamak
 Kanadalı-İsrailli kadının IŞİD tarafından kaçırıldığı bildirildi: Jerusalem Post,2037, tartışmak
 Rapor: Kökten Yeniden Tasarlanmış 12 İnçlik MacBook Air Geliyor,1101, tartışmak
" Feminist, Erkek Olduğu İçin Bebeğini Kürtaj Ettirdi, İnsanlar Onaylamıyor",374, kabul etmek
" Seth Rogen, Sony'nin Steve Jobs Biyografisinde Steve Wozniak'ı Canlandıracak [Güncellendi]",712, tartışmak
" Bu, Bir Örümcek Hakkında Gerçekten Dehşet Verici Bir Hikaye",2293, tartışmak
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",1948, tartışmak
" İngiliz yardım görevlisi David Haines, IŞİD tarafından başı kesilerek öldürüldü",2440, kabul etmek
"Meteor, Managua Havaalanı Yakınlarında 40 Ayaklık Krater Bıraktı",715, tartışmak
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,48, tartışmak
 Balkabağı Baharatlı Kondomlar Dünyayı Temel Çocuklardan Kurtaracak Tek Şey Olabilir,2354, tartışmak
"Kanada, Ottawa'daki silahlı saldırının olası şüphelisi olarak Michael Zehaf-Bibeau'yu soruşturuyor - kaynak",1329, tartışmak
" DNA testleri, Lübnan DEAŞ'ının sahte pasaportlarla yakalandıktan sonra DEAŞ lideri el-Bağdadi'nin eski eşini ve kızını tuttuğunu kanıtlıyor",2268, tartışmak
 Ne kazanıyorlar: Başkan Yardımcısı Shane Smith'in 300.000 dolarlık biftek yemeği,1834, kabul etmek
Kuzey Kore lideri yıllık ritüeli kaçırdı; kız kardeşi 'görev devraldı',377, tartışmak
" Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",1721, tartışmak
" Milletvekili, ""Güney ABD Sınırında En Az 10 İslam Devleti Savaşçısı Yakalandı"" Dedi",666, tartışmak
 HBO ve Apple Aylık 15 Dolarlık Teklif İçin Görüşüyor Apple TV Yayın Hizmeti Nisan Ayında Başlatılıyor,1534, tartışmak
IŞİD katili 'Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,867, tartışmak
 Amazon ilk fiziksel mağazasını açıyor,2045, tartışmak
" 18 ayar altını unutun, yeni nesil Apple Watch Edition'da platin kullanılabilir: Rapor",1291, tartışmak
" NBC METEOROLOJİ UZMANI MIKE SEIDEL, KAMERA KARINDA MI İŞİYORDU? SİNİRLİ BRIAN WILLIAMS AÇIKLIYOR",975, tartışmak
" Örümcek apandisit yarasına girdi, WA'lı adamın vücuduna girdi",1819, kabul etmek
 Bu Köpek Gumtree'de Satıldıktan Sonra Eşyalarının Olduğu Bavulla Bir Tren İstasyonunda Bırakıldı,1853, kabul etmek
Apple 24 Şubat'ta Etkinlik Düzenleyebilir veya Düzenlemeyebilir [Söylenti],1435, tartışmak
 25 Yıldır İşe Gelmeyen Bir Hintli Devlet Memuru İşten Çıkarıldı,1951, kabul etmek
"SON DAKİKA HABERİ: El Kaide tarafından rehin tutulan İngiliz asıllı ABD'li foto muhabiri, Yemen'de başarısız kurtarma girişimi sonucu öldürüldü",1988, tartışmak
" 'Bağdadi'nin yavrusu': IŞİD, en genç cihatçısının savaşta 'şehit düştüğünü' bildirdi",299, tartışmak
 Suudi din adamı kardan adam yapımına fetva verdi,1266, tartışmak
" Boko Haram Ateşkesi Reddetti, Kaçırılan Kızların “Evlendirildiğini” Söyledi",1540, aynı fikirde olmamak
 IŞİD'in ABD Sınırını Geçtiğine Dair Söylentilerin Neden Bitmediği İşte Bu Nedenle,2385, tartışmak
 Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,983, tartışmak
 Comcast'ın Kendisini Kovulmasına Neden Olduğunu Söyleyen Adam Dava Açtı,2133, tartışmak
" Kaynak: New York'ta esrar yakında sadece bir ceza getirebilir, tutuklama değil",2163, tartışmak
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,2144, tartışmak
 Christian Bale Yaklaşan Steve Jobs Biyografisinden Çekildi,2343, tartışmak
" Chatham'lı Canterbury Christ Church Üniversitesi öğrencisi Jess Smith, Teletubbies'in güneşi olarak rol aldı",2371, tartışmak
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,2483, kabul etmek
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",2495, tartışmak
 Kim Jong-Un'un kız kardeşinin Kuzey Kore'yi yönettiği söyleniyor,2470, tartışmak
" Fidel Castro Söylentileri İnternette Dolaşıyor, Ama Küba'da Henüz Bir İşaret Yok",130, tartışmak
" IŞİD, ABD Hava İndirme Silahlarını Ele Geçirdiğini İddia Ediyor",2200, tartışmak
" Michael Brown'ın vurularak öldürüldüğü an 'ses kaydına yakalandı': FBI, son 'öldürücü atışlar' da dahil olmak üzere ON BİR el ateş edildiğine dair potansiyel olarak suçlayıcı bir kayıt verdi",2220, tartışmak
 Nijerya'da bildirilen saldırıların ardından Boko Haram'ın 'ateşkesi' şüpheyle karşılanıyor,1099, kabul etmek
 Şarkı söyleyen kutup ayısı gürültü şikayeti sonrası ASBO ile karşı karşıya,1205, tartışmak
 #Hairgate: iPhone 6'nın saç ve sakalları kopardığına dair haberler muhtemelen abartılı,2276, tartışmak
 Christian Bale Steve Jobs'u canlandırmayacak,1299, kabul etmek
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",2287, tartışmak
 Ottawa'da Savaş Anıtı'nda asker vuruldu,1539, kabul etmek
" Apple Watch'un paslanmaz çelik versiyonunun 500 dolardan, altın versiyonunun ise 4.000 dolardan fiyatlandırıldığı söyleniyor",2419, tartışmak
" 'En genç şehit - El Bağdadi'nin yavrusu': IŞİD, Suriye'de babasıyla birlikte savaşa giren 10 yaşındaki bir savaşçının öldürüldüğünü iddia ediyor",1024, tartışmak
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,928, tartışmak
" Milletvekilleri, Parlamento Tepesi'ndeki silahlı saldırıda hayat kurtardığı için çavuşa teşekkür etti",1472, tartışmak
 Silahlaştırılmış Ebola mı? IŞİD Militanlarının Ölümcül Virüse Yakalandığı Söyleniyor,1175, tartışmak
 Sugarhill Çetesi'nden Rapçi Big Bank Hank 57 yaşında öldü,1190, kabul etmek
" Christian Bale, Apple'ın kurucu ortağının yakında yayınlanacak biyografisinde Steve Jobs'u canlandıracak",1215, kabul etmek
" Rapor: Ses, Michael Brown Vurulduğu Sırada Silah Sesleri Arasında Duraklama Olduğunu Gösteriyor",2149, tartışmak
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",1966, tartışmak
 SON DAKİKA: IŞİD Amerikalı Gazeteci James Wright Foley'i Başını Kesti,1093, tartışmak
" NASA, Managua patlamasının bir meteor olmadığını öne sürüyor",1790, tartışmak
 IŞİD militanlarının Irak güvenlik güçlerine karşı klor gazı kullandığı iddia edildi,1233, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,1721, tartışmak
 Michael Brown'ı Öldüren Silah Seslerinin İddia Edilen Ses Kaydı Bir Sahtekarlık mı?,2434, tartışmak
 Ürdün Kralı IŞİD Baskınlarına Kişisel Olarak Katılabilir,1787, tartışmak
 IŞİD savaşçıları ele geçirilen jetleri uçurmak için eğitim alıyor — watchdog,1608, tartışmak
 IŞİD Militanları Ebola'ya Yakalandı: Irak ve Kürt Medyası Bildiriyor,2180, tartışmak
" Aaron Sorkin, Christian Bale'in Steve Jobs'ı Oynayacağını Doğruladı",2455, tartışmak
 Beyaz Saray Çit Atlayıcısı Bildirilenden Daha Uzak Bir Yere İndi,1488, tartışmak
 IRAK VE KÜRT MEDYASI HABERLERİ: IŞİD SAVAŞÇILARI EBOLA'YA YAKALANDI,372, tartışmak
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,1984, kabul etmek
" Pantolon Ateşi: Duncan Hunter, Sınır Devriyesinin en az 10 IŞİD savaşçısını yakaladığını doğrulanmamış bir iddiada bulundu",871, tartışmak
" Nijerya, kaçırılan kızların serbest bırakılması için Boko Haram ile anlaşma yaptığını duyurdu",840, tartışmak
