Headline,Body ID,Stance
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2530,0
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1171,1
GCPD Solved Stolen Batmobile Case?,2519,0
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",41,0
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",981,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2450,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1093,0
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,2135,0
Nun gives birth to surprise baby after complaining of stomach pains,1828,0
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2385,0
"No, there aren’t any Ebola cases in Iraq",1904,0
ISIL Beheads American Photojournalist in Iraq,2450,1
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2053,0
"In Moscow, police are looking for a felon, cut the male genitals",845,1
"Nuts! Indian guru coaxes 400 followers to cut off their testicles, grow closer to God",2336,1
Man chops off his own penis after girlfriend told him he was no good in bed,503,1
Texas Truck Winds Up in Syria With Islamic Militants,450,0
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2227,1
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1076,0
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",2341,1
"Why the Gold Apple Watch Edition Must Cost $10,000",418,0
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,2293,0
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1303,-1
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1589,0
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1442,0
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,2166,1
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,499,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",983,0
"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",1911,0
ISIS leader ‘killed’ in US airstrikes,1522,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1288,0
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2103,0
"In Kim Jong Un's absence, his sister may rule. Or not.",744,0
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,1642,1
Vogue’s Shiny New Office Has a Big Rat Problem,1619,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",903,0
Tiger Woods' former luxury island goes on sale,1888,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2261,0
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1866,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1966,1
Michael Brown shooting audio caught on tape?,398,0
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1800,0
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,1433,1
Christian Bale Exits Steve Jobs Movie (Exclusive),1299,1
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2246,1
Bali Awry,1860,0
Tiger Woods' agent shoots down report of failed drug test,2175,0
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2250,0
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1356,0
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),909,0
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1099,0
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1791,1
Citi sees Apple Watch price points of $550 and $950; myriad accessories,1201,0
Michael Brown shooting audio caught on tape?,1605,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,1099,0
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1966,1
Nigeria says it has deal with Boko Haram to release kidnapped girls,1419,0
Senator: Detainees swapped for Bergdahl have contacted militants,2159,0
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1398,0
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,374,1
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",951,0
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2067,1
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,298,0
Missing American journalist reportedly beheaded by Islamic State ,481,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1776,1
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,2081,-1
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",456,0
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1106,0
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1320,0
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,1931,-1
North Korea denies plans to open a restaurant in Scotland,2309,0
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,2415,0
Lebanon 'holding IS leader's daughter and ex-wife',273,0
ISIS Militants Allegedly Contracted Ebola,1175,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1008,1
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1817,0
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,2424,1
Street Artist BANKSY Arrested? Again?,1301,0
Missing American journalist reportedly beheaded by Islamic State ,694,0
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2139,0
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2519,0
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1314,0
Homeland Security: No ISIL fighters on U.S. border,1012,0
Islamic State 'training pilots to fly fighter jets',950,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1819,-1
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1602,0
Predator Drone Reportedly Spotted Over ISIS Stronghold,1740,0
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2508,1
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,2145,1
Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC,2414,1
"What We Know About Kim Yo Jong, Who May Control North Korea",2344,0
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,851,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1891,0
"No, there aren’t any Ebola cases in Iraq",2138,1
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1267,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,903,0
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1884,1
Missing American journalist reportedly beheaded by Islamic State ,2524,0
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1972,0
Vogue’s Shiny New Office Has a Big Rat Problem,2031,1
CNN audio: Is this the moment Michael Brown was shot?,1692,0
Video Purports To Show Beheading Of U.S. Journalist By Militants,1011,0
Claim: Comcast Got Complaining Customer Fired From His Job,2238,0
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1002,0
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1379,0
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2096,0
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1931,0
Alleged audio of Michael Brown shooting released,1461,0
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1666,1
Macaulay Culkin dead: Actor is victim of another death hoax,2502,1
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,903,0
Nigeria and Boko Haram 'agree ceasefire and girls' release',1630,0
Video Purports To Show Beheading Of U.S. Journalist By Militants,1116,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2149,0
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2471,0
"Islamic State leader's family detained by Lebanon, officials say",1143,0
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2530,0
ISIS Getting Ebola,1904,0
Sugarhill Gang's Big Bank Hank Dead At 57,2340,0
Has Ebola infected Isis militants in Mosul?,2025,0
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,2018,0
ISIS executioner 'Jihadi John' named by media,997,0
Tiger Woods Is Selling His Private Island For $7.1 Million,1991,1
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1474,1
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1820,1
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",513,1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1446,0
Mexico finds 4 more graves at site of suspected student massacre,1156,0
ISIS fighters ‘have contracted Ebola’,1669,0
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2477,0
ISIS chlorine attack on security forces confirmed – Iraq officials,1136,0
Tropical spider burrowed under Bali tourist's skin,2338,0
This Is The Most Epic Way To Quit Your Job,2458,1
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1818,0
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1689,0
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1166,0
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1949,0
Islamic State claims to have beheaded American journalist,1747,0
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1379,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2450,0
N. Korea’s Kim has leg injury but in control,117,0
Indian civil servant sacked 'after 24-year sickie',1162,1
ISIL allegedly kills US journalist in video,1744,0
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2481,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2434,0
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",1881,0
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2317,0
US officials: Video shows American's execution,2096,0
Nasa questions whether crater in Nicaragua caused by meteorite,1213,1
High School Student Rumored to Have Made $72 Million Trading Stocks,2407,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1721,0
BREAKING: ISIS Beheads American Journalist James Wright Foley,1471,1
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1972,0
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",533,1
"Suspected meteorite leaves crater in Managua, is linked to asteroid",2264,0
"In New York City, Marijuana May Mean Ticket, Not Arrest",1802,0
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,1491,-1
Sergeant-at-Arms stopped shooter on Parliament Hill,2113,0
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1487,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,531,0
Boko Haram denies ceasefire claim by Nigeria's government,1896,0
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,2051,1
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2249,0
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,1628,0
Former PGA Tour player: Tiger Woods suspended for drug test failure,2175,0
Lynch Mob Castrates Alleged Rapist In Rajasthan,2115,1
Nigeria Boko Haram blamed for raids despite truce claim,2403,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1934,0
Report: Exec popped for $300k dinner after run at blackjack,167,0
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,1024,0
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1781,0
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2251,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,621,0
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,2336,0
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),2104,0
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2016,1
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1913,1
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1340,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1939,0
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1679,0
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2125,1
A bunch of cool health features were cut from the Apple Watch at the last minute,1917,0
